LABELS
SEPARATOR TAB
DATA
Bacteria_D	Bacteria (D)
Armatimonadales_O	Armatimonadales (O)
Armatimonadaceae_F	Armatimonadaceae (F) NF=5.8
Armatimonas_G	Armatimonas (G) NF=11.5
Fusobacteriati_K	Fusobacteriati (K)
Fusobacteriota_P	Fusobacteriota (P) NF=4.6
Fusobacteriia_C	Fusobacteriia (C)
Fusobacteriales_O	Fusobacteriales (O)
Fusobacteriaceae_F	Fusobacteriaceae (F) NF=4.5
Fusobacterium_G	Fusobacterium (G) NF=5.4
Cetobacterium_G	Cetobacterium (G) NF=2.7
Ilyobacter_G	Ilyobacter (G) NF=1.0
Psychrilyobacter_G	Psychrilyobacter (G) NF=3.2
Propionigenium_G	Propionigenium (G) NF=10.0
Hypnocyclicus_G	Hypnocyclicus (G) NF=16.0
Leptotrichiaceae_F	Leptotrichiaceae (F) NF=6.3
Leptotrichia_G	Leptotrichia (G) NF=7.7
Streptobacillus_G	Streptobacillus (G) NF=2.3
Sneathia_G	Sneathia (G) NF=0.6
Sebaldella_G	Sebaldella (G) NF=1.3
Oceanivirga_G	Oceanivirga (G) NF=3.7
Caviibacter_G	Caviibacter (G) NF=1.0
Thermotogati_K	Thermotogati (K)
Synergistota_P	Synergistota (P) NF=4.9
Synergistia_C	Synergistia (C)
Synergistales_O	Synergistales (O)
Synergistaceae_F	Synergistaceae (F) NF=7.9
Cloacibacillus_G	Cloacibacillus (G) NF=1.7
Synergistes_G	Synergistes (G) NF=1.8
Thermanaerovibrio_G	Thermanaerovibrio (G) NF=1.5
Aminomonas_G	Aminomonas (G) NF=4.0
Aminobacteriaceae_F	Aminobacteriaceae (F) NF=3.9
Aminobacterium_G	Aminobacterium (G) NF=0.9
Fretibacterium_G	Fretibacterium (G) NF=19.0
Aminivibrio_G	Aminivibrio (G) NF=5.0
Dethiosulfovibrionaceae_F	Dethiosulfovibrionaceae (F) NF=1.5
Pyramidobacter_G	Pyramidobacter (G) NF=2.7
Dethiosulfovibrio_G	Dethiosulfovibrio (G) NF=0.8
Jonquetella_G	Jonquetella (G) NF=0.3
Acetomicrobiaceae_F	Acetomicrobiaceae (F) NF=2.1
Acetomicrobium_G	Acetomicrobium (G) NF=2.1
Thermovirgaceae_F	Thermovirgaceae (F) NF=22.2
Thermovirga_G	Thermovirga (G) NF=29.7
Aminiphilaceae_F	Aminiphilaceae (F) NF=2.0
Aminiphilus_G	Aminiphilus (G) NF=2.0
Deinococcota_P	Deinococcota (P) NF=2.6
Deinococci_C	Deinococci (C)
Thermales_O	Thermales (O)
Thermaceae_F	Thermaceae (F) NF=2.4
Thermus_G	Thermus (G) NF=2.1
Meiothermus_G	Meiothermus (G) NF=4.1
Oceanithermus_G	Oceanithermus (G) NF=1.0
Marinithermus_G	Marinithermus (G) NF=2.0
Deinococcales_O	Deinococcales (O)
Deinococcaceae_F	Deinococcaceae (F) NF=1.5
Deinococcus_G	Deinococcus (G) NF=1.4
Deinobacterium_G	Deinobacterium (G) NF=1.0
Trueperales_O	Trueperales (O)
Trueperaceae_F	Trueperaceae (F) NF=31.5
Truepera_G	Truepera (G) NF=47.2
Thermotogota_P	Thermotogota (P) NF=1.2
Thermotogae_C	Thermotogae (C)
Thermotogales_O	Thermotogales (O)
Thermotogaceae_F	Thermotogaceae (F) NF=0.8
Thermotoga_G	Thermotoga (G) NF=0.6
Pseudothermotoga_G	Pseudothermotoga (G) NF=1.8
Fervidobacteriaceae_F	Fervidobacteriaceae (F) NF=1.2
Fervidobacterium_G	Fervidobacterium (G) NF=1.8
Kosmotogales_O	Kosmotogales (O)
Kosmotogaceae_F	Kosmotogaceae (F) NF=1.1
Mesotoga_G	Mesotoga (G) NF=0.9
Kosmotoga_G	Kosmotoga (G) NF=1.2
Petrotogales_O	Petrotogales (O)
Petrotogaceae_F	Petrotogaceae (F) NF=1.6
Petrotoga_G	Petrotoga (G) NF=0.4
Defluviitoga_G	Defluviitoga (G) NF=6.0
Marinitoga_G	Marinitoga (G) NF=0.7
Oceanotoga_G	Oceanotoga (G) NF=0.7
Geotoga_G	Geotoga (G) NF=3.5
Mesoaciditogales_O	Mesoaciditogales (O)
Mesoaciditogaceae_F	Mesoaciditogaceae (F) NF=2.2
Mesoaciditoga_G	Mesoaciditoga (G) NF=4.0
Athalassotoga_G	Athalassotoga (G) NF=0.5
delta/epsilon_subdivisions_C	delta/epsilon subdivisions (C)
Deltaproteobacteria_C	Deltaproteobacteria (C)
Bradymonadales_O	Bradymonadales (O)
Bradymonadaceae_F	Bradymonadaceae (F) NF=14.8
Bradymonas_G	Bradymonas (G) NF=3.0
Deltaproteobacteria_incertae_sedis_N	Deltaproteobacteria incertae sedis (N)
Dissulfurirhabdaceae_F	Dissulfurirhabdaceae (F) NF=2.0
Dissulfurirhabdus_G	Dissulfurirhabdus (G) NF=2.0
Dissulfurimicrobium_G	Dissulfurimicrobium (G) NF=13.0
